x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,letra
0.0,0.0,0.0,0.06362270959544868,-0.2386584293946379,-0.025517805930455637,0.0706509787463209,-0.5793527572093353,-0.05445503545488561,-0.018427329740411807,-0.8425362118272968,-0.09891371115612037,-0.09190478335669763,-0.9462463129066147,-0.14691991367352422,0.12418012820235437,-1.0291356321726648,-0.018801663455413398,0.05679404175306654,-1.4797032183092889,-0.08557560529276335,0.02202886769547521,-1.733322305238255,-0.14304527257677674,0.0014935862985092684,-1.967601643763519,-0.18948314204787137,0.1078096048767682,-0.9917348701513568,-0.06956318295036973,0.040700304441540436,-1.483978047580413,-0.13443501522251108,0.010539032082583841,-1.7867203236891265,-0.1886091082515985,-0.02305737464577186,-2.064239177480569,-0.2306519234170699,0.07084674156810926,-0.8536281934806977,-0.12828581139777753,-0.03689906143510312,-1.12343770608892,-0.22626715262480634,-0.056386539705379914,-0.8670902850580928,-0.24788434262152073,-0.04782038604460275,-0.6725236187203018,-0.24454579287696793,0.017326617742969053,-0.6708614502355678,-0.19000525404646987,-0.04506217399219837,-0.8919862948339945,-0.2759771893626627,-0.04718330099499898,-0.7692117789646611,-0.28068413368066214,-0.036356071181133716,-0.6460901394060303,-0.27402241407408445,R
0.0,0.0,0.0,0.12053917861740417,-0.1536927550034315,-0.13161539856670856,0.16561280260857913,-0.5329021146903745,-0.17496816593335437,0.06283233359786962,-0.8160233481876478,-0.2081500086634859,-0.0838992957000394,-0.9481043425395147,-0.2287878834075774,0.1431659749106855,-1.0047142513154126,-0.06766201724117914,0.09860151738884916,-1.467735794243989,-0.15762059468918738,0.05900034270777919,-1.7372240875473892,-0.22234113602787936,0.017825825554501767,-1.9953521291779852,-0.2650872672315705,0.01733846379086909,-0.9971168536609484,-0.07387393192908968,0.023220416110573776,-1.5091449513035462,-0.16540507405949817,0.054053971809487206,-1.7878541887389505,-0.22095807949961319,0.06069291969265189,-2.070186942805013,-0.2433357437346517,-0.10158642205336765,-0.882794462551358,-0.10279496232209769,-0.14550694938816072,-1.0708246299140232,-0.2523980187459884,-0.07081072859788858,-0.7144957456574771,-0.28585808420270703,-0.007453167503550574,-0.4993960466228372,-0.2610705213472788,-0.2000991251531218,-0.698637023650907,-0.14336179296379187,-0.20060414341015542,-0.7663188301621997,-0.26395491163671375,-0.12679925644337559,-0.5203123967090088,-0.2775022018829298,-0.07059406427826401,-0.36600166443654497,-0.26062650308401286,R
0.0,0.0,0.0,0.1815115466051728,-0.1321892066442809,-0.10138085618853962,0.2535862482125561,-0.4498274699484683,-0.14629581232334232,0.10704386687740078,-0.6914042342602291,-0.1914309662072849,-0.057797218173770065,-0.8020836285018952,-0.23796974551354885,0.17193513567680385,-0.9686286469723407,-0.03921472018735391,0.13366763096892484,-1.300755820710398,-0.10738534754611201,0.09670526259102981,-1.534258068575724,-0.17530449889272684,0.0561617393799253,-1.7476039497755085,-0.22935284840098394,0.040371799893597245,-0.9974677983274237,-0.05855005613313445,0.06453315331608214,-1.4126024641079675,-0.1354016131833251,0.08250307924538959,-1.6045216563788736,-0.19947758739385688,0.06945836582344865,-1.7619606449899765,-0.23598817969199443,-0.07492495662564443,-0.9071119956219926,-0.09479884004910288,-0.10638259519574697,-1.2084058369738688,-0.2231278536932653,-0.06792419987524029,-0.9216460861086463,-0.262187549553933,-0.04017758434202013,-0.6984382404001278,-0.25353063093357203,-0.19211242989926272,-0.7265255643833453,-0.13959163523761367,-0.2140652415207317,-0.9521285396433374,-0.2478264047888121,-0.14510815914007474,-0.7664046865584906,-0.26157639643732616,-0.08420310097178264,-0.5726151183361928,-0.2517441363464126,R
0.0,0.0,0.0,0.1744936181347026,-0.1905925551911096,-0.06264175722999189,0.25973355430160006,-0.4987120640179628,-0.08350395588026158,0.17478576121239203,-0.7700815623649597,-0.11088152989046465,0.04081900750935422,-0.9070391197932495,-0.13737485807505628,0.18434757766694246,-0.9465839951365842,0.009127012598087762,0.16527848990044341,-1.3127300035309446,-0.03823221015561895,0.13281724571396616,-1.5519577616012032,-0.08828311544145621,0.09812494632572656,-1.785209296126619,-0.12911458978154267,0.07753971542069306,-0.9969226304626836,-0.011526552122896693,0.11820373705559935,-1.3727158917161877,-0.06092401550918331,0.14701186885973055,-1.5938279546257481,-0.10422307282454357,0.1501608358463781,-1.7949757892570493,-0.13284106891111813,-0.02961818895429239,-0.9389005439326037,-0.046638401047964115,-0.03623650944481188,-1.2766129108789164,-0.14328638649121417,-0.013554909240298223,-1.0096773677566577,-0.16261994759073328,-0.001403345901891819,-0.7765424256800719,-0.14689545676003543,-0.14772095571355437,-0.7980325057792058,-0.0883711555381315,-0.15001396996079647,-1.0457943721479375,-0.1722532552516065,-0.09893147304594589,-0.89331545600173,-0.1776723769516226,-0.055552197742750296,-0.7104750188769703,-0.16434119767629657,R
0.0,0.0,0.0,0.13641835348946937,-0.18727813072090138,-0.08177221172074309,0.1856234564829147,-0.6538289655974806,-0.09837006567187868,0.10867252218187047,-0.9646806082872065,-0.11729282032537214,-0.03760347331895813,-1.066410442036786,-0.12955566996655407,0.13735551411983352,-1.0214707581582585,-0.008550828105569435,0.10045442640163361,-1.480524114043119,-0.0584414795190562,0.06791243507162684,-1.7587527917763526,-0.09901990326802405,0.03179237919499903,-2.0049121314196867,-0.13377554747747417,0.014435027780652282,-0.9994007416824666,-0.0314608883775947,0.020046742532091856,-1.4953848594528376,-0.1100694516054663,0.054439490342903636,-1.7813249417107564,-0.16753799803434033,0.052861716806477256,-2.0374272608400688,-0.19539629540579112,-0.10725136230625101,-0.8885999222784726,-0.06955526733757013,-0.11118445014216873,-1.178802805342429,-0.21619832307546485,-0.023538208936854942,-0.808636187225757,-0.24407266971060826,0.021701513744481513,-0.5617028948722681,-0.21781983206763358,-0.21066156851060594,-0.7246889376475758,-0.11425331524748103,-0.15966593014060398,-0.8644773455892818,-0.24836744782602727,-0.08105644262545401,-0.617959297629338,-0.26728281424219397,-0.03887684420444152,-0.4529581267601802,-0.25363577621652733,R
0.0,0.0,0.0,0.19129087018170274,-0.1160797954441696,-0.03688284478504876,0.24166770606461424,-0.5031512991062357,-0.054339104894474195,0.1598911535730679,-0.8353379438965719,-0.08166574359757059,0.02295031004815173,-0.9174085363018843,-0.10843658457454458,0.1810494222878017,-0.989405434353842,-0.059144760832863956,0.12379080369556358,-1.4891592530462088,-0.12377001212895425,0.09970521213740996,-1.7936283950037875,-0.16937058428440738,0.07765304323611455,-2.0588738376312645,-0.21589898430877974,0.08923534140985802,-0.9898439025265333,-0.110662109479752,0.039465080653541894,-1.527604736162232,-0.19812734327271625,0.04560222141778995,-1.8660809606785205,-0.2581093799264271,0.04473105749058604,-2.1531786580511785,-0.3050601383645936,-0.008515377053956276,-0.8833993332630273,-0.17007380323882965,-0.053659810368823384,-1.2042088952361027,-0.3088985019424328,-0.02078659566668398,-0.9570292366373514,-0.35083294062979276,0.007541841057416313,-0.7569371957996104,-0.3570656797073506,-0.09340667927305787,-0.708509905803284,-0.2326966623071625,-0.07347004273210427,-0.7900828922006845,-0.38197787565850055,-0.014775976884561283,-0.7202241449639738,-0.44377956406421465,0.019862301931343643,-0.688881563514865,-0.4764591965995687,R
0.0,0.0,0.0,0.15241092290696534,-0.18302073695956225,-0.054172408561621005,0.1802868813274884,-0.6250888518540161,-0.06624175610511905,0.09501538154473327,-0.9296683822804016,-0.08810263598843036,-0.051227034431465285,-1.0257671280791554,-0.10738118966509937,0.11157099718624881,-1.0406004795783717,0.008524159639078679,0.07412960121577129,-1.465939049812843,-0.040246819677428256,0.040957791085853935,-1.7430095753617232,-0.08317580140660889,-0.0005580967369195945,-1.9686718943376738,-0.1208951522221067,-0.005241199054051233,-0.9996175727283584,-0.02715212929294558,-0.007825300766493199,-1.473798496730609,-0.10840702047622097,0.014358315510434334,-1.7740979999313344,-0.179107884826526,0.00829008350324016,-2.0179653911949975,-0.21866360248816308,-0.11928379437995322,-0.8720161333511625,-0.07382080832717987,-0.13318739227261084,-1.174084275494676,-0.21329499031593258,-0.05284526098889454,-0.8849023076290345,-0.2486326588384657,-0.007958875242546768,-0.6725834203451084,-0.23200670494732406,-0.20841766598437,-0.6799478891692168,-0.12409598939612311,-0.15184520678091873,-0.8287827787792438,-0.2568543794892608,-0.060056495431671054,-0.5922714844183028,-0.28085206884414127,-0.005513615731974568,-0.40948290366078294,-0.27162719917485717,R
0.0,0.0,0.0,0.17587346606635307,-0.1731703666069502,-0.07639653093688636,0.22558628192372873,-0.4831402164080013,-0.1110435699660069,0.1380676011703863,-0.7761871580241999,-0.14696579130662513,-0.028314749043510976,-0.8470127867486873,-0.17367277583819066,0.17716626733247107,-1.0162787259983197,-0.051163032703686134,0.15244489151874968,-1.4861359818035667,-0.12174159119052247,0.12545913100789857,-1.743711360593938,-0.19111974321447156,0.08902648352592066,-1.9977905356665306,-0.2523514323140954,0.057650894854075874,-0.9951538507090274,-0.07965668673450456,0.06945352820144123,-1.4819777968240786,-0.16895594993146243,0.0942791099401119,-1.7996081782225812,-0.25619820017649886,0.09688638015663534,-2.080779218445577,-0.32074746024876155,-0.06500852562788059,-0.8665273286768661,-0.11677468642116641,-0.0931822113453348,-1.1795159113177132,-0.21850967863519433,-0.027968066094912248,-0.8594064787829033,-0.23448829741144614,0.04312516969943424,-0.6283749067573762,-0.2241433044721972,-0.15963107953285754,-0.63355951451316,-0.16287473004919234,-0.14130133551664242,-0.7947360360433631,-0.24936252046246832,-0.06023660907540615,-0.5648385550810032,-0.24960653321116388,0.0025618127551575508,-0.3780385449226999,-0.23727002599321156,R
0.0,0.0,0.0,0.12650549648345183,-0.2238567704379453,-0.061061281662440466,0.15050562640587606,-0.6800755356165311,-0.07045864373387437,0.06956586096175014,-0.9921666761050227,-0.0850159068018228,-0.07167255369689833,-1.078826296543835,-0.09351769418736978,0.0849626082277272,-1.0264946045810408,0.004026324586879028,0.04643989945957491,-1.4733655050233216,-0.03166535220684115,0.005615006108885988,-1.741466122339841,-0.06952101836667948,-0.0360603180209485,-1.9756955087309924,-0.10636633399246745,-0.024606493758487065,-0.9995229619178624,-0.018664647434571087,-0.03424168476837974,-1.483758375874921,-0.07179484838274364,-0.008994183048976192,-1.7750625831956026,-0.12377465158332157,-0.010655634623968197,-2.013402339193729,-0.15885225188409108,-0.1333841882893805,-0.8854972323783846,-0.05271418991773304,-0.14487146521208422,-1.233944632367064,-0.16049751557931516,-0.06410996120404389,-0.9525249987645471,-0.18303724212352537,-0.02453693055540791,-0.7337130727933857,-0.16850915275396974,-0.21735018219525956,-0.7143279435664132,-0.09343350690182513,-0.1628840272067598,-0.8746021133675312,-0.20821613152026078,-0.08651829440567922,-0.6639513533797513,-0.2311403001602759,-0.0479777136683564,-0.49619460251698844,-0.2269294350958882,R
0.0,0.0,0.0,0.1535355501851049,-0.21455246829631763,-0.087326888248902,0.22050566149055698,-0.6604471185636464,-0.10055682448253153,0.145140501340237,-0.9999387848891507,-0.11052770305467798,0.03319934846120763,-1.1940203713146789,-0.11338002278371277,0.22472925093399135,-0.9811862743291772,-0.0005270501406546996,0.2259484986934953,-1.4416107097468904,-0.04672402678256145,0.2042796818980531,-1.7481053075347521,-0.09409291528288896,0.17532475569632805,-2.004046821093241,-0.1315123130488592,0.1070632018034077,-0.9941961279418872,-0.010560776721513532,0.16276343165309853,-1.4854796281488847,-0.0622559801891664,0.19743768588826355,-1.760258231580428,-0.11098835309893308,0.19838005880222345,-1.9937135523258045,-0.13823905654405938,-0.021328963482950544,-0.9283864140906968,-0.03778547664804854,-0.01140735884092736,-1.3102527962883592,-0.16047488355002126,0.027808353288988386,-1.0150413284752204,-0.19587555023969705,0.041301489832512805,-0.8002835081349988,-0.18174097657025487,-0.143736830356638,-0.7988507480119408,-0.07174175775928225,-0.08399522620111428,-1.0400933177938845,-0.197980480692532,-0.031236551575927463,-0.7970750624560522,-0.2187295934619838,-0.011533027763540798,-0.5914810890755102,-0.20768772093762586,R
